file,expr,Neutral,Anger,Disgust,Fear,Happiness,Sadness,Surprise
angry_actor_91_00.jpg,0,1,0,0,0,0,0,0
angry_African_112_00.jpg,1,0,1,0,0,0,0,0
angry_African_122_00.jpg,0,1,0,0,0,0,0,0
angry_African_130_00.jpg,4,0,0,0,0,1,0,0
angry_African_138_00.jpg,1,0,1,0,0,0,0,0
angry_African_141_00.jpg,1,0,1,0,0,0,0,0
angry_African_144_00.jpg,1,0,1,0,0,0,0,0
angry_African_145_00.jpg,6,0,0,0,0,0,0,1
angry_African_15_00.jpg,1,0,1,0,0,0,0,0
angry_African_156_00.jpg,5,0,0,0,0,0,1,0
angry_African_171_00.jpg,1,0,1,0,0,0,0,0
angry_African_175_00.jpg,1,0,1,0,0,0,0,0
angry_African_177_00.jpg,0,1,0,0,0,0,0,0
angry_African_178_00.jpg,0,1,0,0,0,0,0,0
angry_African_182_00.jpg,1,0,1,0,0,0,0,0
angry_African_185_01.jpg,1,0,1,0,0,0,0,0
angry_African_19_00.jpg,5,0,0,0,0,0,1,0
angry_African_191_02.jpg,1,0,1,0,0,0,0,0
angry_African_193_00.jpg,5,0,0,0,0,0,1,0
angry_African_194_01.jpg,5,0,0,0,0,0,1,0
angry_African_194_02.jpg,1,0,1,0,0,0,0,0
angry_African_206_00.jpg,5,0,0,0,0,0,1,0
angry_African_211_00.jpg,0,1,0,0,0,0,0,0
angry_African_216_00.jpg,5,0,0,0,0,0,1,0
angry_African_228_00.jpg,5,0,0,0,0,0,1,0
angry_African_265_00.jpg,4,0,0,0,0,1,0,0
angry_African_273_00.jpg,1,0,1,0,0,0,0,0
angry_African_282_00.jpg,1,0,1,0,0,0,0,0
angry_African_288_01.jpg,0,1,0,0,0,0,0,0
angry_African_298_00.jpg,5,0,0,0,0,0,1,0
angry_African_3_00.jpg,5,0,0,0,0,0,1,0
angry_African_302_00.jpg,1,0,1,0,0,0,0,0
angry_African_319_04.jpg,4,0,0,0,0,1,0,0
angry_African_334_00.jpg,1,0,1,0,0,0,0,0
angry_African_344_00.jpg,1,0,1,0,0,0,0,0
angry_African_345_00.jpg,4,0,0,0,0,1,0,0
angry_African_352_01.jpg,1,0,1,0,0,0,0,0
angry_African_359_02.jpg,5,0,0,0,0,0,1,0
angry_African_36_00.jpg,1,0,1,0,0,0,0,0
angry_African_381_00.jpg,1,0,1,0,0,0,0,0
angry_African_394_05.jpg,1,0,1,0,0,0,0,0
angry_African_432_00.jpg,0,1,0,0,0,0,0,0
angry_African_433_01.jpg,1,0,1,0,0,0,0,0
angry_African_449_00.jpg,5,0,0,0,0,0,1,0
angry_African_461_00.jpg,0,1,0,0,0,0,0,0
angry_African_47_00.jpg,1,0,1,0,0,0,0,0
angry_African_496_01.jpg,4,0,0,0,0,1,0,0
angry_African_521_01.jpg,1,0,1,0,0,0,0,0
angry_African_522_01.jpg,6,0,0,0,0,0,0,1
angry_African_526_02.jpg,0,1,0,0,0,0,0,0
angry_African_54_01.jpg,5,0,0,0,0,0,1,0
angry_African_57_00.jpg,5,0,0,0,0,0,1,0
angry_African_63_00.jpg,1,0,1,0,0,0,0,0
angry_African_65_00.jpg,1,0,1,0,0,0,0,0
angry_African_70_00.jpg,1,0,1,0,0,0,0,0
angry_African_75_00.jpg,5,0,0,0,0,0,1,0
angry_African_80_00.jpg,1,0,1,0,0,0,0,0
angry_African_85_00.jpg,4,0,0,0,0,1,0,0
angry_African_89_01.jpg,0,1,0,0,0,0,0,0
angry_African_93_00.jpg,1,0,1,0,0,0,0,0
angry_African_97_03.jpg,6,0,0,0,0,0,0,1
angry_African_97_04.jpg,5,0,0,0,0,0,1,0
angry_African_97_07.jpg,6,0,0,0,0,0,0,1
angry_american_107_00.jpg,1,0,1,0,0,0,0,0
angry_american_147_00.jpg,0,1,0,0,0,0,0,0
angry_american_155_00.jpg,6,0,0,0,0,0,0,1
angry_american_169_00.jpg,1,0,1,0,0,0,0,0
angry_american_181_00.jpg,4,0,0,0,0,1,0,0
angry_american_207_00.jpg,1,0,1,0,0,0,0,0
angry_american_210_00.jpg,1,0,1,0,0,0,0,0
angry_american_211_00.jpg,5,0,0,0,0,0,1,0
angry_american_211_03.jpg,0,1,0,0,0,0,0,0
angry_american_218_00.jpg,0,1,0,0,0,0,0,0
angry_american_22_01.jpg,1,0,1,0,0,0,0,0
angry_american_22_02.jpg,0,1,0,0,0,0,0,0
angry_american_223_00.jpg,5,0,0,0,0,0,1,0
angry_american_25_00.jpg,1,0,1,0,0,0,0,0
angry_american_250_02.jpg,0,1,0,0,0,0,0,0
angry_american_255_00.jpg,5,0,0,0,0,0,1,0
angry_american_257_02.jpg,1,0,1,0,0,0,0,0
angry_american_257_03.jpg,4,0,0,0,0,1,0,0
angry_american_258_00.jpg,1,0,1,0,0,0,0,0
angry_american_258_02.jpg,5,0,0,0,0,0,1,0
angry_american_261_00.jpg,1,0,1,0,0,0,0,0
angry_american_262_01.jpg,4,0,0,0,0,1,0,0
angry_american_271_00.jpg,0,1,0,0,0,0,0,0
angry_american_275_00.jpg,1,0,1,0,0,0,0,0
angry_american_275_02.jpg,1,0,1,0,0,0,0,0
angry_american_275_02.jpg,1,0,1,0,0,0,0,0
angry_american_275_02.jpg,1,0,1,0,0,0,0,0
angry_american_275_02.jpg,1,0,1,0,0,0,0,0
angry_american_275_03.jpg,1,0,1,0,0,0,0,0
angry_american_275_04.jpg,1,0,1,0,0,0,0,0
angry_american_275_06.jpg,1,0,1,0,0,0,0,0
angry_american_275_09.jpg,1,0,1,0,0,0,0,0
angry_american_277_03.jpg,4,0,0,0,0,1,0,0
angry_american_28_00.jpg,6,0,0,0,0,0,0,1
angry_american_284_00.jpg,0,1,0,0,0,0,0,0
angry_american_358_01.jpg,1,0,1,0,0,0,0,0
angry_american_364_01.jpg,1,0,1,0,0,0,0,0
angry_american_37_02.jpg,0,1,0,0,0,0,0,0
angry_american_405_00.jpg,4,0,0,0,0,1,0,0
angry_american_410_00.jpg,1,0,1,0,0,0,0,0
angry_american_415_00.jpg,5,0,0,0,0,0,1,0
angry_american_42_00.jpg,0,1,0,0,0,0,0,0
angry_american_434_00.jpg,6,0,0,0,0,0,0,1
angry_american_434_01.jpg,1,0,1,0,0,0,0,0
angry_american_50_00.jpg,0,1,0,0,0,0,0,0
angry_american_513_06.jpg,1,0,1,0,0,0,0,0
angry_american_513_07.jpg,0,1,0,0,0,0,0,0
angry_american_535_00.jpg,0,1,0,0,0,0,0,0
angry_american_541_00.jpg,4,0,0,0,0,1,0,0
angry_american_542_00.jpg,0,1,0,0,0,0,0,0
angry_american_549_00.jpg,1,0,1,0,0,0,0,0
angry_american_555_00.jpg,0,1,0,0,0,0,0,0
angry_american_559_02.jpg,0,1,0,0,0,0,0,0
angry_american_559_03.jpg,4,0,0,0,0,1,0,0
angry_american_580_00.jpg,1,0,1,0,0,0,0,0
angry_american_594_00.jpg,4,0,0,0,0,1,0,0
angry_american_599_00.jpg,0,1,0,0,0,0,0,0
angry_american_603_00.jpg,1,0,1,0,0,0,0,0
angry_american_607_00.jpg,0,1,0,0,0,0,0,0
angry_american_629_00.jpg,1,0,1,0,0,0,0,0
angry_american_631_00.jpg,1,0,1,0,0,0,0,0
angry_american_640_00.jpg,0,1,0,0,0,0,0,0
angry_american_662_00.jpg,5,0,0,0,0,0,1,0
angry_american_682_00.jpg,5,0,0,0,0,0,1,0
angry_american_684_00.jpg,0,1,0,0,0,0,0,0
angry_american_69_01.jpg,4,0,0,0,0,1,0,0
angry_american_69_02.jpg,0,1,0,0,0,0,0,0
angry_american_690_04.jpg,0,1,0,0,0,0,0,0
angry_american_702_00.jpg,0,1,0,0,0,0,0,0
angry_american_706_00.jpg,1,0,1,0,0,0,0,0
angry_american_728_00.jpg,0,1,0,0,0,0,0,0
angry_american_729_01.jpg,0,1,0,0,0,0,0,0
angry_american_730_00.jpg,2,0,0,1,0,0,0,0
angry_american_732_00.jpg,1,0,1,0,0,0,0,0
angry_american_734_01.jpg,5,0,0,0,0,0,1,0
angry_american_742_01.jpg,0,1,0,0,0,0,0,0
angry_american_742_01.jpg,0,1,0,0,0,0,0,0
angry_american_742_05.jpg,5,0,0,0,0,0,1,0
angry_american_742_07.jpg,5,0,0,0,0,0,1,0
angry_american_742_08.jpg,1,0,1,0,0,0,0,0
angry_american_750_05.jpg,0,1,0,0,0,0,0,0
angry_american_750_06.jpg,4,0,0,0,0,1,0,0
angry_american_758_02.jpg,0,1,0,0,0,0,0,0
angry_american_765_00.jpg,1,0,1,0,0,0,0,0
angry_american_769_02.jpg,2,0,0,1,0,0,0,0
angry_american_769_08.jpg,0,1,0,0,0,0,0,0
angry_american_82_01.jpg,0,1,0,0,0,0,0,0
angry_american_94_00.jpg,0,1,0,0,0,0,0,0
angry_american_94_01.jpg,0,1,0,0,0,0,0,0
angry_asian_101_00.jpg,4,0,0,0,0,1,0,0
angry_asian_104_00.jpg,6,0,0,0,0,0,0,1
angry_asian_108_00.jpg,5,0,0,0,0,0,1,0
angry_asian_11_00.jpg,1,0,1,0,0,0,0,0
angry_asian_112_00.jpg,5,0,0,0,0,0,1,0
angry_asian_119_00.jpg,1,0,1,0,0,0,0,0
angry_asian_125_00.jpg,1,0,1,0,0,0,0,0
angry_asian_131_00.jpg,5,0,0,0,0,0,1,0
angry_asian_132_00.jpg,4,0,0,0,0,1,0,0
angry_asian_136_00.jpg,1,0,1,0,0,0,0,0
angry_asian_139_00.jpg,1,0,1,0,0,0,0,0
angry_asian_144_00.jpg,1,0,1,0,0,0,0,0
angry_asian_150_00.jpg,1,0,1,0,0,0,0,0
angry_asian_153_00.jpg,1,0,1,0,0,0,0,0
angry_asian_164_00.jpg,0,1,0,0,0,0,0,0
angry_asian_166_00.jpg,5,0,0,0,0,0,1,0
angry_asian_174_00.jpg,4,0,0,0,0,1,0,0
angry_asian_175_00.jpg,1,0,1,0,0,0,0,0
angry_asian_19_00.jpg,1,0,1,0,0,0,0,0
angry_asian_190_00.jpg,1,0,1,0,0,0,0,0
angry_asian_20_00.jpg,1,0,1,0,0,0,0,0
angry_asian_207_00.jpg,1,0,1,0,0,0,0,0
angry_asian_214_00.jpg,1,0,1,0,0,0,0,0
angry_asian_218_00.jpg,0,1,0,0,0,0,0,0
angry_asian_223_00.jpg,1,0,1,0,0,0,0,0
angry_asian_224_00.jpg,5,0,0,0,0,0,1,0
angry_asian_226_00.jpg,2,0,0,1,0,0,0,0
angry_asian_251_00.jpg,1,0,1,0,0,0,0,0
angry_asian_264_00.jpg,0,1,0,0,0,0,0,0
angry_asian_28_00.jpg,1,0,1,0,0,0,0,0
angry_asian_316_00.jpg,5,0,0,0,0,0,1,0
angry_asian_319_00.jpg,1,0,1,0,0,0,0,0
angry_asian_330_04.jpg,5,0,0,0,0,0,1,0
angry_asian_330_07.jpg,4,0,0,0,0,1,0,0
angry_asian_331_00.jpg,0,1,0,0,0,0,0,0
angry_asian_341_00.jpg,1,0,1,0,0,0,0,0
angry_asian_342_00.jpg,0,1,0,0,0,0,0,0
angry_asian_35_00.jpg,1,0,1,0,0,0,0,0
angry_asian_374_02.jpg,4,0,0,0,0,1,0,0
angry_asian_38_00.jpg,1,0,1,0,0,0,0,0
angry_asian_383_00.jpg,0,1,0,0,0,0,0,0
angry_asian_4_00.jpg,5,0,0,0,0,0,1,0
angry_asian_40_00.jpg,1,0,1,0,0,0,0,0
angry_asian_41_00.jpg,1,0,1,0,0,0,0,0
angry_asian_425_01.jpg,1,0,1,0,0,0,0,0
angry_asian_464_01.jpg,0,1,0,0,0,0,0,0
angry_asian_470_00.jpg,1,0,1,0,0,0,0,0
angry_asian_481_00.jpg,4,0,0,0,0,1,0,0
angry_asian_481_01.jpg,2,0,0,1,0,0,0,0
angry_asian_496_00.jpg,1,0,1,0,0,0,0,0
angry_asian_497_01.jpg,4,0,0,0,0,1,0,0
angry_asian_50_00.jpg,1,0,1,0,0,0,0,0
angry_asian_51_00.jpg,1,0,1,0,0,0,0,0
angry_asian_514_00.jpg,1,0,1,0,0,0,0,0
angry_asian_52_00.jpg,1,0,1,0,0,0,0,0
angry_asian_595_00.jpg,6,0,0,0,0,0,0,1
angry_asian_60_00.jpg,1,0,1,0,0,0,0,0
angry_asian_61_00.jpg,1,0,1,0,0,0,0,0
angry_asian_67_00.jpg,5,0,0,0,0,0,1,0
angry_asian_71_00.jpg,1,0,1,0,0,0,0,0
angry_asian_73_00.jpg,1,0,1,0,0,0,0,0
angry_asian_76_00.jpg,0,1,0,0,0,0,0,0
angry_asian_82_00.jpg,5,0,0,0,0,0,1,0
angry_black_100_00.jpg,1,0,1,0,0,0,0,0
angry_black_103_00.jpg,1,0,1,0,0,0,0,0
angry_black_110_00.jpg,4,0,0,0,0,1,0,0
angry_black_112_00.jpg,5,0,0,0,0,0,1,0
angry_black_13_00.jpg,5,0,0,0,0,0,1,0
angry_black_130_00.jpg,1,0,1,0,0,0,0,0
angry_black_135_00.jpg,6,0,0,0,0,0,0,1
angry_black_144_00.jpg,6,0,0,0,0,0,0,1
angry_black_17_00.jpg,5,0,0,0,0,0,1,0
angry_black_173_00.jpg,0,1,0,0,0,0,0,0
angry_black_177_00.jpg,1,0,1,0,0,0,0,0
angry_black_187_00.jpg,4,0,0,0,0,1,0,0
angry_black_196_01.jpg,0,1,0,0,0,0,0,0
angry_black_199_00.jpg,4,0,0,0,0,1,0,0
angry_black_2_00.jpg,1,0,1,0,0,0,0,0
angry_black_202_00.jpg,0,1,0,0,0,0,0,0
angry_black_205_00.jpg,0,1,0,0,0,0,0,0
angry_black_208_01.jpg,0,1,0,0,0,0,0,0
angry_black_21_00.jpg,2,0,0,1,0,0,0,0
angry_black_221_00.jpg,1,0,1,0,0,0,0,0
angry_black_225_00.jpg,0,1,0,0,0,0,0,0
angry_black_226_01.jpg,5,0,0,0,0,0,1,0
angry_black_23_00.jpg,1,0,1,0,0,0,0,0
angry_black_230_00.jpg,1,0,1,0,0,0,0,0
angry_black_233_00.jpg,1,0,1,0,0,0,0,0
angry_black_236_00.jpg,1,0,1,0,0,0,0,0
angry_black_237_00.jpg,6,0,0,0,0,0,0,1
angry_black_24_00.jpg,1,0,1,0,0,0,0,0
angry_black_249_00.jpg,1,0,1,0,0,0,0,0
angry_black_257_00.jpg,0,1,0,0,0,0,0,0
angry_black_264_00.jpg,2,0,0,1,0,0,0,0
angry_black_267_00.jpg,5,0,0,0,0,0,1,0
angry_black_274_00.jpg,1,0,1,0,0,0,0,0
angry_black_276_00.jpg,1,0,1,0,0,0,0,0
angry_black_3_00.jpg,1,0,1,0,0,0,0,0
angry_black_30_00.jpg,1,0,1,0,0,0,0,0
angry_black_306_04.jpg,2,0,0,1,0,0,0,0
angry_black_31_00.jpg,5,0,0,0,0,0,1,0
angry_black_33_00.jpg,5,0,0,0,0,0,1,0
angry_black_335_00.jpg,1,0,1,0,0,0,0,0
angry_black_349_00.jpg,2,0,0,1,0,0,0,0
angry_black_351_00.jpg,2,0,0,1,0,0,0,0
angry_black_354_00.jpg,5,0,0,0,0,0,1,0
angry_black_36_00.jpg,0,1,0,0,0,0,0,0
angry_black_361_00.jpg,1,0,1,0,0,0,0,0
angry_black_365_00.jpg,0,1,0,0,0,0,0,0
angry_black_371_00.jpg,0,1,0,0,0,0,0,0
angry_black_379_00.jpg,1,0,1,0,0,0,0,0
angry_black_388_00.jpg,6,0,0,0,0,0,0,1
angry_black_393_00.jpg,5,0,0,0,0,0,1,0
angry_black_393_03.jpg,0,1,0,0,0,0,0,0
angry_black_395_00.jpg,1,0,1,0,0,0,0,0
angry_black_396_00.jpg,5,0,0,0,0,0,1,0
angry_black_399_00.jpg,2,0,0,1,0,0,0,0
angry_black_4_00.jpg,1,0,1,0,0,0,0,0
angry_black_415_00.jpg,4,0,0,0,0,1,0,0
angry_black_417_00.jpg,5,0,0,0,0,0,1,0
angry_black_42_00.jpg,5,0,0,0,0,0,1,0
angry_black_424_00.jpg,5,0,0,0,0,0,1,0
angry_black_432_00.jpg,1,0,1,0,0,0,0,0
angry_black_449_00.jpg,1,0,1,0,0,0,0,0
angry_black_452_01.jpg,0,1,0,0,0,0,0,0
angry_black_474_00.jpg,5,0,0,0,0,0,1,0
angry_black_5_00.jpg,1,0,1,0,0,0,0,0
angry_black_509_00.jpg,5,0,0,0,0,0,1,0
angry_black_515_00.jpg,2,0,0,1,0,0,0,0
angry_black_515_02.jpg,1,0,1,0,0,0,0,0
angry_black_515_06.jpg,1,0,1,0,0,0,0,0
angry_black_52_00.jpg,1,0,1,0,0,0,0,0
angry_black_523_00.jpg,0,1,0,0,0,0,0,0
angry_black_524_01.jpg,5,0,0,0,0,0,1,0
angry_black_524_07.jpg,5,0,0,0,0,0,1,0
angry_black_531_00.jpg,1,0,1,0,0,0,0,0
angry_black_538_00.jpg,1,0,1,0,0,0,0,0
angry_black_540_00.jpg,0,1,0,0,0,0,0,0
angry_black_542_00.jpg,0,1,0,0,0,0,0,0
angry_black_544_00.jpg,0,1,0,0,0,0,0,0
angry_black_550_01.jpg,6,0,0,0,0,0,0,1
angry_black_56_00.jpg,1,0,1,0,0,0,0,0
angry_black_569_00.jpg,0,1,0,0,0,0,0,0
angry_black_575_00.jpg,1,0,1,0,0,0,0,0
angry_black_577_00.jpg,0,1,0,0,0,0,0,0
angry_black_58_00.jpg,1,0,1,0,0,0,0,0
angry_black_6_00.jpg,5,0,0,0,0,0,1,0
angry_black_622_01.jpg,0,1,0,0,0,0,0,0
angry_black_629_00.jpg,0,1,0,0,0,0,0,0
angry_black_674_02.jpg,0,1,0,0,0,0,0,0
angry_black_674_02.jpg,0,1,0,0,0,0,0,0
angry_black_686_00.jpg,0,1,0,0,0,0,0,0
angry_black_688_00.jpg,5,0,0,0,0,0,1,0
angry_black_696_00.jpg,2,0,0,1,0,0,0,0
angry_black_698_01.jpg,4,0,0,0,0,1,0,0
angry_black_700_01.jpg,4,0,0,0,0,1,0,0
angry_black_73_00.jpg,6,0,0,0,0,0,0,1
angry_black_739_01.jpg,0,1,0,0,0,0,0,0
angry_black_8_00.jpg,5,0,0,0,0,0,1,0
angry_black_91_00.jpg,5,0,0,0,0,0,1,0
angry_boss_103_00.jpg,5,0,0,0,0,0,1,0
angry_boss_104_00.jpg,0,1,0,0,0,0,0,0
angry_boss_106_00.jpg,2,0,0,1,0,0,0,0
angry_boss_107_00.jpg,1,0,1,0,0,0,0,0
angry_boss_108_00.jpg,6,0,0,0,0,0,0,1
angry_boss_112_00.jpg,1,0,1,0,0,0,0,0
angry_boss_113_00.jpg,1,0,1,0,0,0,0,0
angry_boss_114_00.jpg,4,0,0,0,0,1,0,0
angry_boss_117_00.jpg,5,0,0,0,0,0,1,0
angry_boss_121_00.jpg,5,0,0,0,0,0,1,0
angry_boss_125_00.jpg,1,0,1,0,0,0,0,0
angry_boss_127_01.jpg,0,1,0,0,0,0,0,0
angry_boss_13_00.jpg,6,0,0,0,0,0,0,1
angry_boss_13_01.jpg,0,1,0,0,0,0,0,0
angry_boss_130_01.jpg,0,1,0,0,0,0,0,0
angry_boss_132_00.jpg,0,1,0,0,0,0,0,0
